gsis_id,display_name,position,fantasy_ppg,n_games,replacement_ppg,vor,boom_prob,bust_prob,ex_value
00-0038647,Ronnie Bell,WR,5.15,2,12.479999999999999,-7.329999999999998,0.1318785819250006,0.8681214180749994,-7.083123294636398
00-0037004,Hunter Long,TE,5.5,7,12.847058823529412,-7.347058823529412,,,
00-0036754,Brock Wright,TE,5.4750000000000005,8,12.847058823529412,-7.372058823529412,,,
00-0038551,Kendre Miller,RB,4.757142857142857,7,12.129411764705884,-7.3722689075630266,0.26729485864243724,0.7327051413575627,-6.885949497103581
00-0033891,Zay Jones,WR,5.05,6,12.479999999999999,-7.429999999999999,0.10898395507663176,0.8910160449233683,-7.2259820360965445
00-0032392,Austin Hooper,TE,5.369230769230769,13,12.847058823529412,-7.4778280542986435,,,
00-0038979,Cedric Tillman,WR,5.0,12,12.479999999999999,-7.479999999999999,0.20832761229768337,0.7916723877023166,-7.090010709778736
00-0040667,Matthew Golden,WR,5.0,14,12.479999999999999,-7.479999999999999,0.3304534327432069,0.6695465672567931,-6.861391173904716
00-0036415,Van Jefferson,WR,5.0,14,12.479999999999999,-7.479999999999999,0.15090762799828544,0.8490923720017145,-7.197500920387208
00-0038115,Daniel Bellinger,TE,5.315384615384615,13,12.847058823529412,-7.531674208144797,,,
00-0035406,Lil'Jordan Humphrey,WR,4.942857142857143,7,12.479999999999999,-7.537142857142856,0.11610358597143332,0.8838964140285667,-7.319796944204333
00-0033955,Jeremy McNichols,RB,4.54375,16,12.129411764705884,-7.5856617647058835,0.21779652815309797,0.782203471846902,-7.1894001990720415
00-0040737,Terrance Ferguson,TE,5.236363636363636,11,12.847058823529412,-7.610695187165776,,,
00-0035249,Josh Oliver,TE,5.208333333333333,12,12.847058823529412,-7.638725490196079,,,
00-0039798,Isaiah Davis,RB,4.45,16,12.129411764705884,-7.6794117647058835,0.3180701168184518,0.6819298831815481,-7.100711252165018
00-0037005,Tommy Tremble,TE,5.16,15,12.847058823529412,-7.687058823529412,,,
00-0035100,Jake Browning,QB,13.748000000000001,5,21.520000000000003,-7.772000000000002,0.3440015977173441,0.6559984022826559,-6.661562842568415
00-0039792,Devontez Walker,WR,4.7,8,12.479999999999999,-7.7799999999999985,0.20739613625221845,0.7926038637477816,-7.391754432935846
00-0036755,Jaret Patterson,RB,4.283333333333333,6,12.129411764705884,-7.8460784313725505,0.234392489136206,0.765607510863794,-7.419621979079442
